pair_id,band,paradigm,frame_id,patient,agent,prefix,suffix,good_lemma,bad_lemma,good_verb,bad_verb,bad_active_class,good_lemma_zipf,bad_lemma_zipf,good_form_zipf,bad_form_zipf,lemma_zipf_gap,form_zipf_gap,both_lemmas_in_band,sentence_good,sentence_bad,good_whole_lp,good_verb_lp,good_suffix_lp,good_by_lp,good_n_scored_tokens,good_verb_tokens,bad_whole_lp,bad_verb_lp,bad_suffix_lp,bad_by_lp,bad_n_scored_tokens,bad_verb_tokens,whole_margin,verb_margin,suffix_margin,by_margin,correct
tail/passive_1/perfume/was,tail,passive_1,was,room,florist,The room was , by the florist.,perfume,reel,perfumed,reeled,released_inventory,3.75,3.68,2.64,2.61,0.06999999999999984,0.03000000000000025,0,The room was perfumed by the florist.,The room was reeled by the florist.,-34.36979255080223,-8.748698085546494,-16.255077183246613,-1.855718970298767,9,2,-49.85405892133713,-14.5647554397583,-25.923286199569702,-4.811957359313965,9,2,15.484266370534897,5.816057354211807,9.66820901632309,2.9562383890151978,1
tail/passive_1/perfume/had_been,tail,passive_1,had_been,room,florist,The room had been , by the florist.,perfume,reel,perfumed,reeled,released_inventory,3.75,3.68,2.64,2.61,0.06999999999999984,0.03000000000000025,0,The room had been perfumed by the florist.,The room had been reeled by the florist.,-35.25060095451772,-8.74178614281118,-13.648663401603699,-1.7153946161270142,10,2,-52.80662453174591,-14.604207992553711,-25.342265129089355,-6.7739691734313965,10,2,17.55602357722819,5.862421849742532,11.693601727485657,5.058574557304382,1
tail/passive_2/perfume/was,tail,passive_2,was,room,,The room was ,.,perfume,reel,perfumed,reeled,released_inventory,3.75,3.68,2.64,2.61,0.06999999999999984,0.03000000000000025,0,The room was perfumed.,The room was reeled.,-21.470434457063675,-8.748698085546494,-3.3557190895080566,0.0,5,2,-29.05523008108139,-14.5647554397583,-5.124457359313965,0.0,5,2,7.5847956240177155,5.816057354211807,1.7687382698059082,0.0,1
tail/passive_2/perfume/had_been,tail,passive_2,had_been,room,,The room had been ,.,perfume,reel,perfumed,reeled,released_inventory,3.75,3.68,2.64,2.61,0.06999999999999984,0.03000000000000025,0,The room had been perfumed.,The room had been reeled.,-24.942332049831748,-8.74178614281118,-3.3403944969177246,0.0,6,2,-34.05082857608795,-14.604207992553711,-6.5864691734313965,0.0,6,2,9.108496526256204,5.862421849742532,3.246074676513672,0.0,1
tail/passive_1/dice/was,tail,passive_1,was,onion,chef,The onion was , by the chef.,dice,cooperate,diced,cooperated,released_inventory,3.76,3.79,3.04,3.08,-0.03000000000000025,-0.040000000000000036,0,The onion was diced by the chef.,The onion was cooperated by the chef.,-34.040088176727295,-4.839717388153076,-14.456892967224121,-7.0735979080200195,7,1,-42.68293344974518,-16.29023563861847,-11.649219989776611,-1.963645577430725,8,2,8.642845273017883,11.450518250465393,-2.8076729774475098,-5.109952330589294,1
tail/passive_1/dice/had_been,tail,passive_1,had_been,onion,chef,The onion had been , by the chef.,dice,cooperate,diced,cooperated,released_inventory,3.76,3.79,3.04,3.08,-0.03000000000000025,-0.040000000000000036,0,The onion had been diced by the chef.,The onion had been cooperated by the chef.,-36.00137412548065,-4.798305511474609,-13.395163536071777,-5.963773250579834,8,1,-44.06847870349884,-14.403077363967896,-11.85749626159668,-2.8316309452056885,9,2,8.067104578018188,9.604771852493286,-1.5376672744750977,-3.1321423053741455,1
tail/passive_2/dice/was,tail,passive_2,was,onion,,The onion was ,.,dice,cooperate,diced,cooperated,released_inventory,3.76,3.79,3.04,3.08,-0.03000000000000025,-0.040000000000000036,0,The onion was diced.,The onion was cooperated.,-22.406793117523193,-4.839717388153076,-2.8235979080200195,0.0,4,1,-34.43485891819,-16.29023563861847,-3.4011454582214355,0.0,5,2,12.028065800666809,11.450518250465393,0.577547550201416,0.0,1
tail/passive_2/dice/had_been,tail,passive_2,had_been,onion,,The onion had been ,.,dice,cooperate,diced,cooperated,released_inventory,3.76,3.79,3.04,3.08,-0.03000000000000025,-0.040000000000000036,0,The onion had been diced.,The onion had been cooperated.,-25.75748383998871,-4.798305511474609,-3.151273250579834,0.0,5,1,-35.66761338710785,-14.403077363967896,-3.4566309452056885,0.0,6,2,9.91012954711914,9.604771852493286,0.3053576946258545,0.0,1
tail/passive_1/awe/was,tail,passive_1,was,crowd,magician,The crowd was , by the magician.,awe,glow,awed,glowed,released_inventory,3.8,3.91,2.63,2.63,-0.11000000000000032,0.0,0,The crowd was awed by the magician.,The crowd was glowed by the magician.,-32.19757583737373,-7.782456815242767,-12.959794133901596,-1.0422768592834473,9,2,-46.23566734790802,-18.954509258270264,-15.825833201408386,-2.442418098449707,9,2,14.038091510534286,11.172052443027496,2.86603906750679,1.4001412391662598,1
tail/passive_1/awe/had_been,tail,passive_1,had_been,crowd,magician,The crowd had been , by the magician.,awe,glow,awed,glowed,released_inventory,3.8,3.91,2.63,2.63,-0.11000000000000032,0.0,0,The crowd had been awed by the magician.,The crowd had been glowed by the magician.,-36.950332939624786,-8.716735243797302,-13.017538011074066,-0.5094830989837646,10,2,-49.107346057891846,-18.158639430999756,-15.732646942138672,-1.8313847780227661,10,2,12.15701311826706,9.441904187202454,2.7151089310646057,1.3219016790390015,1
tail/passive_2/awe/was,tail,passive_2,was,crowd,,The crowd was ,.,awe,glow,awed,glowed,released_inventory,3.8,3.91,2.63,2.63,-0.11000000000000032,0.0,0,The crowd was awed.,The crowd was glowed.,-20.905058562755585,-7.782456815242767,-1.6672768592834473,0.0,5,2,-33.78975224494934,-18.954509258270264,-3.379918098449707,0.0,5,2,12.884693682193756,11.172052443027496,1.7126412391662598,0.0,1
tail/passive_2/awe/had_been,tail,passive_2,had_been,crowd,,The crowd had been ,.,awe,glow,awed,glowed,released_inventory,3.8,3.91,2.63,2.63,-0.11000000000000032,0.0,0,The crowd had been awed.,The crowd had been glowed.,-26.817278027534485,-8.716735243797302,-2.8844830989837646,0.0,6,2,-37.76858377456665,-18.158639430999756,-4.393884658813477,0.0,6,2,10.951305747032166,9.441904187202454,1.509401559829712,0.0,1
tail/passive_1/utter/was,tail,passive_1,was,word,speaker,The word was , by the speaker.,utter,creep,uttered,crept,released_inventory,3.85,3.84,3.18,3.15,0.010000000000000231,0.03000000000000025,0,The word was uttered by the speaker.,The word was crept by the speaker.,-28.14540994167328,-4.871496677398682,-11.682743906974792,-1.6073154211044312,7,1,-40.90913939476013,-11.496496200561523,-17.821473836898804,-5.004047393798828,7,1,12.763729453086853,6.624999523162842,6.138729929924011,3.396731972694397,1
tail/passive_1/utter/had_been,tail,passive_1,had_been,word,speaker,The word had been , by the speaker.,utter,creep,uttered,crept,released_inventory,3.85,3.84,3.18,3.15,0.010000000000000231,0.03000000000000025,0,The word had been uttered by the speaker.,The word had been crept by the speaker.,-30.61369013786316,-4.1665263175964355,-11.795277714729309,-2.36460542678833,8,1,-45.00369393825531,-11.682151794433594,-18.6696560382843,-5.623884677886963,8,1,14.39000380039215,7.515625476837158,6.874378323554993,3.259279251098633,1
tail/passive_2/utter/was,tail,passive_2,was,word,,The word was ,.,utter,creep,uttered,crept,released_inventory,3.85,3.84,3.18,3.15,0.010000000000000231,0.03000000000000025,0,The word was uttered.,The word was crept.,-19.757481575012207,-4.871496677398682,-3.2948155403137207,0.0,4,1,-28.841712951660156,-11.496496200561523,-5.754047393798828,0.0,4,1,9.08423137664795,6.624999523162842,2.4592318534851074,0.0,1
tail/passive_2/utter/had_been,tail,passive_2,had_been,word,,The word had been ,.,utter,creep,uttered,crept,released_inventory,3.85,3.84,3.18,3.15,0.010000000000000231,0.03000000000000025,0,The word had been uttered.,The word had been crept.,-20.93301784992218,-4.1665263175964355,-2.11460542678833,0.0,5,1,-33.52042257785797,-11.682151794433594,-7.186384677886963,0.0,5,1,12.587404727935791,7.515625476837158,5.071779251098633,0.0,1
tail/passive_1/trademark/was,tail,passive_1,was,logo,company,The logo was , by the company.,trademark,bloom,trademarked,bloomed,released_inventory,3.89,3.93,2.74,2.66,-0.040000000000000036,0.08000000000000007,0,The logo was trademarked by the company.,The logo was bloomed by the company.,-27.103869872167706,-7.2380609679967165,-7.224939525127411,-0.5881003737449646,8,2,-39.78674387931824,-15.677048921585083,-11.468825578689575,-1.9506385326385498,8,2,12.68287400715053,8.438987953588367,4.243886053562164,1.3625381588935852,1
tail/passive_1/trademark/had_been,tail,passive_1,had_been,logo,company,The logo had been , by the company.,trademark,bloom,trademarked,bloomed,released_inventory,3.89,3.93,2.74,2.66,-0.040000000000000036,0.08000000000000007,0,The logo had been trademarked by the company.,The logo had been bloomed by the company.,-30.908172043040395,-6.164697917178273,-7.1126673221588135,-0.7671511173248291,9,2,-44.30353331565857,-14.72446322441101,-11.94826328754425,-2.5136454105377197,9,2,13.395361272618175,8.559765307232738,4.835595965385437,1.7464942932128906,1
tail/passive_2/trademark/was,tail,passive_2,was,logo,,The logo was ,.,trademark,bloom,trademarked,bloomed,released_inventory,3.89,3.93,2.74,2.66,-0.040000000000000036,0.08000000000000007,0,The logo was trademarked.,The logo was bloomed.,-24.279530780389905,-7.2380609679967165,-4.400600433349609,0.0,5,2,-33.01855707168579,-15.677048921585083,-4.700638771057129,0.0,5,2,8.739026291295886,8.438987953588367,0.30003833770751953,0.0,1
tail/passive_2/trademark/had_been,tail,passive_2,had_been,logo,,The logo had been ,.,trademark,bloom,trademarked,bloomed,released_inventory,3.89,3.93,2.74,2.66,-0.040000000000000036,0.08000000000000007,0,The logo had been trademarked.,The logo had been bloomed.,-27.06265583820641,-6.164697917178273,-3.267151117324829,0.0,6,2,-35.99391543865204,-14.72446322441101,-3.6386454105377197,0.0,6,2,8.931259600445628,8.559765307232738,0.3714942932128906,0.0,1
tail/passive_1/dope/was,tail,passive_1,was,horse,trainer,The horse was , by the trainer.,dope,bargain,doped,bargained,released_inventory,3.9,3.95,2.94,2.85,-0.050000000000000266,0.08999999999999986,0,The horse was doped by the trainer.,The horse was bargained by the trainer.,-32.9922012090683,-10.008922576904297,-12.210373282432556,-3.9130659103393555,7,1,-43.4366911649704,-16.396265029907227,-16.267520785331726,-4.397968292236328,8,2,10.4444899559021,6.38734245300293,4.05714750289917,0.48490238189697266,1
tail/passive_1/dope/had_been,tail,passive_1,had_been,horse,trainer,The horse had been , by the trainer.,dope,bargain,doped,bargained,released_inventory,3.9,3.95,2.94,2.85,-0.050000000000000266,0.08999999999999986,0,The horse had been doped by the trainer.,The horse had been bargained by the trainer.,-33.9306765794754,-9.070497512817383,-11.144277215003967,-2.938967704772949,8,1,-44.24819564819336,-15.053524494171143,-15.478769302368164,-4.061331748962402,9,2,10.317519068717957,5.98302698135376,4.334492087364197,1.1223640441894531,1
tail/passive_2/dope/was,tail,passive_2,was,horse,,The horse was ,.,dope,bargain,doped,bargained,released_inventory,3.9,3.95,2.94,2.85,-0.050000000000000266,0.08999999999999986,0,The horse was doped.,The horse was bargained.,-23.007393836975098,-10.008922576904297,-2.2255659103393555,0.0,4,1,-31.692138671875,-16.396265029907227,-4.522968292236328,0.0,5,2,8.684744834899902,6.38734245300293,2.2974023818969727,0.0,1
tail/passive_2/dope/had_been,tail,passive_2,had_been,horse,,The horse had been ,.,dope,bargain,doped,bargained,released_inventory,3.9,3.95,2.94,2.85,-0.050000000000000266,0.08999999999999986,0,The horse had been doped.,The horse had been bargained.,-24.912867069244385,-9.070497512817383,-2.126467704772949,0.0,5,1,-33.5807580947876,-15.053524494171143,-4.811331748962402,0.0,6,2,8.667891025543213,5.98302698135376,2.684864044189453,0.0,1
tail/passive_1/refund/was,tail,passive_1,was,fee,clerk,The fee was , by the clerk.,refund,clash,refunded,clashed,released_inventory,3.94,3.97,3.18,3.12,-0.03000000000000025,0.06000000000000005,0,The fee was refunded by the clerk.,The fee was clashed by the clerk.,-33.03592099621892,-7.886054117232561,-12.525642693042755,-3.116039276123047,8,2,-45.30849063396454,-15.008808135986328,-17.675458312034607,-3.234693765640259,8,2,12.272569637745619,7.122754018753767,5.149815618991852,0.11865448951721191,1
tail/passive_1/refund/had_been,tail,passive_1,had_been,fee,clerk,The fee had been , by the clerk.,refund,clash,refunded,clashed,released_inventory,3.94,3.97,3.18,3.12,-0.03000000000000025,0.06000000000000005,0,The fee had been refunded by the clerk.,The fee had been clashed by the clerk.,-36.55894764047116,-7.269262271933258,-12.227340579032898,-2.915132999420166,9,2,-49.388402223587036,-14.689520835876465,-17.636536598205566,-3.640151023864746,9,2,12.829454583115876,7.420258563943207,5.4091960191726685,0.7250180244445801,1
tail/passive_2/refund/was,tail,passive_2,was,fee,,The fee was ,.,refund,clash,refunded,clashed,released_inventory,3.94,3.97,3.18,3.12,-0.03000000000000025,0.06000000000000005,0,The fee was refunded.,The fee was clashed.,-22.37631757929921,-7.886054117232561,-1.8660392761230469,0.0,5,2,-32.43022584915161,-15.008808135986328,-4.79719352722168,0.0,5,2,10.0539082698524,7.122754018753767,2.931154251098633,0.0,1
tail/passive_2/refund/had_been,tail,passive_2,had_been,fee,,The fee had been ,.,refund,clash,refunded,clashed,released_inventory,3.94,3.97,3.18,3.12,-0.03000000000000025,0.06000000000000005,0,The fee had been refunded.,The fee had been clashed.,-26.18423994164914,-7.269262271933258,-1.8526328802108765,0.0,6,2,-35.767016649246216,-14.689520835876465,-4.015151023864746,0.0,6,2,9.582776707597077,7.420258563943207,2.1625181436538696,0.0,1
tail/passive_1/spice/was,tail,passive_1,was,soup,chef,The soup was , by the chef.,spice,pee,spiced,peed,released_inventory,3.94,3.96,3.02,3.1,-0.020000000000000018,-0.08000000000000007,0,The soup was spiced by the chef.,The soup was peed by the chef.,-34.1606447994709,-7.144791394472122,-14.734184741973877,-4.081233978271484,8,2,-40.830864787101746,-16.225130558013916,-12.324065566062927,-4.079749584197998,8,2,6.670219987630844,9.080339163541794,-2.4101191759109497,-0.0014843940734863281,1
tail/passive_1/spice/had_been,tail,passive_1,had_been,soup,chef,The soup had been , by the chef.,spice,pee,spiced,peed,released_inventory,3.94,3.96,3.02,3.1,-0.020000000000000018,-0.08000000000000007,0,The soup had been spiced by the chef.,The soup had been peed by the chef.,-34.71012228727341,-6.4702484011650085,-12.311445593833923,-3.651440143585205,9,2,-43.83259046077728,-14.064653396606445,-13.839508771896362,-4.846919059753418,9,2,9.122468173503876,7.594404995441437,1.528063178062439,1.195478916168213,1
tail/passive_2/spice/was,tail,passive_2,was,soup,,The soup was ,.,spice,pee,spiced,peed,released_inventory,3.94,3.96,3.02,3.1,-0.020000000000000018,-0.08000000000000007,0,The soup was spiced.,The soup was peed.,-23.57019403576851,-7.144791394472122,-4.143733978271484,0.0,5,2,-32.024048805236816,-16.225130558013916,-3.517249584197998,0.0,5,2,8.453854769468307,9.080339163541794,-0.6264843940734863,0.0,1
tail/passive_2/spice/had_been,tail,passive_2,had_been,soup,,The soup had been ,.,spice,pee,spiced,peed,released_inventory,3.94,3.96,3.02,3.1,-0.020000000000000018,-0.08000000000000007,0,The soup had been spiced.,The soup had been peed.,-26.61261683702469,-6.4702484011650085,-4.213940143585205,0.0,6,2,-34.27750074863434,-14.064653396606445,-4.284419059753418,0.0,6,2,7.66488391160965,7.594404995441437,0.07047891616821289,0.0,1
tail/passive_1/audit/was,tail,passive_1,was,account,auditor,The account was , by the auditor.,audit,interact,audited,interacted,released_inventory,4.04,4.05,3.13,3.11,-0.009999999999999787,0.020000000000000018,0,The account was audited by the auditor.,The account was interacted by the auditor.,-29.59319382533431,-8.319252904504538,-9.462550044059753,-0.7150062322616577,8,2,-43.59725499153137,-13.014798879623413,-18.77106523513794,-5.443912506103516,8,2,14.004061166197062,4.6955459751188755,9.308515191078186,4.728906273841858,1
tail/passive_1/audit/had_been,tail,passive_1,had_been,account,auditor,The account had been , by the auditor.,audit,interact,audited,interacted,released_inventory,4.04,4.05,3.13,3.11,-0.009999999999999787,0.020000000000000018,0,The account had been audited by the auditor.,The account had been interacted by the auditor.,-33.273648630827665,-8.544272314757109,-9.532298564910889,-1.011359453201294,9,2,-48.77227547764778,-12.998574525117874,-20.57662320137024,-6.917181015014648,9,2,15.498626846820116,4.4543022103607655,11.04432463645935,5.9058215618133545,1
tail/passive_2/audit/was,tail,passive_2,was,account,,The account was ,.,audit,interact,audited,interacted,released_inventory,4.04,4.05,3.13,3.11,-0.009999999999999787,0.020000000000000018,0,The account was audited.,The account was interacted.,-24.345650132745504,-8.319252904504538,-4.215006351470947,0.0,5,2,-31.14510226249695,-13.014798879623413,-6.318912506103516,0.0,5,2,6.799452129751444,4.6955459751188755,2.1039061546325684,0.0,1
tail/passive_2/audit/had_been,tail,passive_2,had_been,account,,The account had been ,.,audit,interact,audited,interacted,released_inventory,4.04,4.05,3.13,3.11,-0.009999999999999787,0.020000000000000018,0,The account had been audited.,The account had been interacted.,-27.62770951911807,-8.544272314757109,-3.886359453201294,0.0,6,2,-35.86283329129219,-12.998574525117874,-7.667181015014648,0.0,6,2,8.23512377217412,4.4543022103607655,3.7808215618133545,0.0,1
tail/passive_1/duck/was,tail,passive_1,was,question,politician,The question was , by the politician.,duck,dawn,ducked,dawned,released_inventory,4.21,4.27,3.01,3.03,-0.05999999999999961,-0.020000000000000018,0,The question was ducked by the politician.,The question was dawned by the politician.,-37.66387927532196,-14.213476657867432,-14.393741250038147,-2.1867432594299316,8,2,-39.049917951226234,-13.45214332640171,-16.541113257408142,-3.3772072792053223,8,2,1.386038675904274,-0.7613333314657211,2.147372007369995,1.1904640197753906,1
tail/passive_1/duck/had_been,tail,passive_1,had_been,question,politician,The question had been , by the politician.,duck,dawn,ducked,dawned,released_inventory,4.21,4.27,3.01,3.03,-0.05999999999999961,-0.020000000000000018,0,The question had been ducked by the politician.,The question had been dawned by the politician.,-39.40847635269165,-11.339476585388184,-14.325660467147827,-2.2455482482910156,9,2,-43.6919631883502,-13.563607804477215,-16.385016083717346,-3.265206813812256,9,2,4.28348683565855,2.224131219089031,2.059355616569519,1.0196585655212402,1
tail/passive_2/duck/was,tail,passive_2,was,question,,The question was ,.,duck,dawn,ducked,dawned,released_inventory,4.21,4.27,3.01,3.03,-0.05999999999999961,-0.020000000000000018,0,The question was ducked.,The question was dawned.,-25.331881284713745,-14.213476657867432,-2.0617432594299316,0.0,5,2,-26.761011973023415,-13.45214332640171,-4.252207279205322,0.0,5,2,1.4291306883096695,-0.7613333314657211,2.1904640197753906,0.0,1
tail/passive_2/duck/had_been,tail,passive_2,had_been,question,,The question had been ,.,duck,dawn,ducked,dawned,released_inventory,4.21,4.27,3.01,3.03,-0.05999999999999961,-0.020000000000000018,0,The question had been ducked.,The question had been dawned.,-27.32836413383484,-11.339476585388184,-2.2455482482910156,0.0,6,2,-31.57215391844511,-13.563607804477215,-4.265206813812256,0.0,6,2,4.2437897846102715,2.224131219089031,2.0196585655212402,0.0,1
tail/passive_1/rear/was,tail,passive_1,was,child,guardian,The child was , by the guardian.,rear,sin,reared,sinned,released_inventory,4.43,4.37,3.07,3.05,0.05999999999999961,0.020000000000000018,0,The child was reared by the guardian.,The child was sinned by the guardian.,-30.763282239437103,-7.760770499706268,-12.875002145767212,-1.2783915996551514,8,2,-38.49983322620392,-13.42971420288086,-14.942609429359436,-2.030181884765625,8,2,7.736550986766815,5.668943703174591,2.067607283592224,0.7517902851104736,1
tail/passive_1/rear/had_been,tail,passive_1,had_been,child,guardian,The child had been , by the guardian.,rear,sin,reared,sinned,released_inventory,4.43,4.37,3.07,3.05,0.05999999999999961,0.020000000000000018,0,The child had been reared by the guardian.,The child had been sinned by the guardian.,-34.5762884914875,-7.498479634523392,-13.813453793525696,-1.1225289106369019,9,2,-40.80670952796936,-11.314367294311523,-16.22798717021942,-3.160184621810913,9,2,6.230421036481857,3.8158876597881317,2.4145333766937256,2.0376557111740112,1
tail/passive_2/rear/was,tail,passive_2,was,child,,The child was ,.,rear,sin,reared,sinned,released_inventory,4.43,4.37,3.07,3.05,0.05999999999999961,0.020000000000000018,0,The child was reared.,The child was sinned.,-22.979171931743622,-7.760770499706268,-5.0908918380737305,0.0,5,2,-26.899905681610107,-13.42971420288086,-3.342681884765625,0.0,5,2,3.9207337498664856,5.668943703174591,-1.7482099533081055,0.0,1
tail/passive_2/rear/had_been,tail,passive_2,had_been,child,,The child had been ,.,rear,sin,reared,sinned,released_inventory,4.43,4.37,3.07,3.05,0.05999999999999961,0.020000000000000018,0,The child had been reared.,The child had been sinned.,-27.260363727808,-7.498479634523392,-6.497529029846191,0.0,6,2,-28.613906741142273,-11.314367294311523,-4.035184383392334,0.0,6,2,1.3535430133342743,3.8158876597881317,-2.4623446464538574,0.0,1
tail/passive_1/forest/was,tail,passive_1,was,hill,community,The hill was , by the community.,forest,function,forested,functioned,released_inventory,4.7,4.78,3.03,3.07,-0.08000000000000007,-0.040000000000000036,0,The hill was forested by the community.,The hill was functioned by the community.,-38.97503323853016,-9.593247845768929,-17.097710609436035,-3.1618456840515137,8,2,-39.51812554895878,-14.200613513588905,-13.033437252044678,-2.1830761432647705,8,2,0.5430923104286194,4.607365667819977,-4.064273357391357,-0.9787695407867432,1
tail/passive_1/forest/had_been,tail,passive_1,had_been,hill,community,The hill had been , by the community.,forest,function,forested,functioned,released_inventory,4.7,4.78,3.03,3.07,-0.08000000000000007,-0.040000000000000036,0,The hill had been forested by the community.,The hill had been functioned by the community.,-39.96918050944805,-9.481131359934807,-15.152498483657837,-2.5222280025482178,9,2,-42.47684057429433,-13.232451993972063,-13.908837914466858,-2.8879055976867676,9,2,2.5076600648462772,3.7513206340372562,-1.243660569190979,0.3656775951385498,1
tail/passive_2/forest/was,tail,passive_2,was,hill,,The hill was ,.,forest,function,forested,functioned,released_inventory,4.7,4.78,3.03,3.07,-0.08000000000000007,-0.040000000000000036,0,The hill was forested.,The hill was functioned.,-24.914168313145638,-9.593247845768929,-3.0368456840515137,0.0,5,2,-32.35526420176029,-14.200613513588905,-5.870575904846191,0.0,5,2,7.4410958886146545,4.607365667819977,2.8337302207946777,0.0,1
tail/passive_2/forest/had_been,tail,passive_2,had_been,hill,,The hill had been ,.,forest,function,forested,functioned,released_inventory,4.7,4.78,3.03,3.07,-0.08000000000000007,-0.040000000000000036,0,The hill had been forested.,The hill had been functioned.,-28.401410028338432,-9.481131359934807,-3.5847280025482178,0.0,6,2,-35.70590825751424,-13.232451993972063,-7.137905597686768,0.0,6,2,7.304498229175806,3.7513206340372562,3.55317759513855,0.0,1
xtail/passive_1/unlatch/was,xtail,passive_1,was,gate,caretaker,The gate was , by the caretaker.,unlatch,burgeon,unlatched,burgeoned,released_inventory,1.58,1.65,1.79,1.74,-0.06999999999999984,0.050000000000000044,1,The gate was unlatched by the caretaker.,The gate was burgeoned by the caretaker.,-33.50651156716049,-8.095419144257903,-13.246584318578243,-4.068458080291748,10,3,-42.687156558036804,-13.21966826915741,-17.302980184555054,-2.6905336380004883,10,3,9.180644990876317,5.124249124899507,4.0563958659768105,-1.3779244422912598,1
xtail/passive_1/unlatch/had_been,xtail,passive_1,had_been,gate,caretaker,The gate had been , by the caretaker.,unlatch,burgeon,unlatched,burgeoned,released_inventory,1.58,1.65,1.79,1.74,-0.06999999999999984,0.050000000000000044,1,The gate had been unlatched by the caretaker.,The gate had been burgeoned by the caretaker.,-35.07397663930897,-7.107834774651565,-12.45641677081585,-3.6571226119995117,11,3,-44.64857080578804,-12.929009914398193,-16.209835797548294,-2.3496780395507812,11,3,9.574594166479073,5.821175139746629,3.7534190267324448,-1.3074445724487305,1
xtail/passive_2/unlatch/was,xtail,passive_2,was,gate,,The gate was ,.,unlatch,burgeon,unlatched,burgeoned,released_inventory,1.58,1.65,1.79,1.74,-0.06999999999999984,0.050000000000000044,1,The gate was unlatched.,The gate was burgeoned.,-21.765885328873992,-8.095419144257903,-1.505958080291748,0.0,6,3,-27.88721001148224,-13.21966826915741,-2.5030336380004883,0.0,6,3,6.121324682608247,5.124249124899507,0.9970755577087402,0.0,1
xtail/passive_2/unlatch/had_been,xtail,passive_2,had_been,gate,,The gate had been ,.,unlatch,burgeon,unlatched,burgeoned,released_inventory,1.58,1.65,1.79,1.74,-0.06999999999999984,0.050000000000000044,1,The gate had been unlatched.,The gate had been burgeoned.,-24.46218236128334,-7.107834774651565,-1.8446224927902222,0.0,7,3,-31.038413047790527,-12.929009914398193,-2.5996780395507812,0.0,7,3,6.576230686507188,5.821175139746629,0.7550555467605591,0.0,1
xtail/passive_1/extirpate/was,xtail,passive_1,was,weed,gardener,The weed was , by the gardener.,extirpate,vegetate,extirpated,vegetated,released_inventory,1.64,1.58,2.14,2.19,0.05999999999999983,-0.04999999999999982,1,The weed was extirpated by the gardener.,The weed was vegetated by the gardener.,-41.26290459698066,-12.634956521447748,-13.992394477128983,-2.6283397674560547,11,4,-43.728919342160225,-14.00095272064209,-15.092413023114204,-3.0303359031677246,9,2,2.4660147451795638,1.365996199194342,1.1000185459852219,0.4019961357116699,1
xtail/passive_1/extirpate/had_been,xtail,passive_1,had_been,weed,gardener,The weed had been , by the gardener.,extirpate,vegetate,extirpated,vegetated,released_inventory,1.64,1.58,2.14,2.19,0.05999999999999983,-0.04999999999999982,1,The weed had been extirpated by the gardener.,The weed had been vegetated by the gardener.,-42.505448799114674,-10.458255152683705,-14.011598825454712,-2.8317065238952637,12,4,-45.34483162686229,-12.902266263961792,-14.406970541924238,-2.544426918029785,10,2,2.839382827747613,2.444011111278087,0.3953717164695263,-0.2872796058654785,1
xtail/passive_2/extirpate/was,xtail,passive_2,was,weed,,The weed was ,.,extirpate,vegetate,extirpated,vegetated,released_inventory,1.64,1.58,2.14,2.19,0.05999999999999983,-0.04999999999999982,1,The weed was extirpated.,The weed was vegetated.,-30.148849887307733,-12.634956521447748,-2.8783397674560547,0.0,7,4,-31.229342222213745,-14.00095272064209,-2.5928359031677246,0.0,5,2,1.0804923349060118,1.365996199194342,-0.2855038642883301,0.0,1
xtail/passive_2/extirpate/had_been,xtail,passive_2,had_been,weed,,The weed had been ,.,extirpate,vegetate,extirpated,vegetated,released_inventory,1.64,1.58,2.14,2.19,0.05999999999999983,-0.04999999999999982,1,The weed had been extirpated.,The weed had been vegetated.,-31.200556497555226,-10.458255152683705,-2.7067065238952637,0.0,8,4,-34.544788002967834,-12.902266263961792,-3.606926918029785,0.0,6,2,3.3442315054126084,2.444011111278087,0.9002203941345215,0.0,1
xtail/passive_1/immolate/was,xtail,passive_1,was,prisoner,priest,The prisoner was , by the priest.,immolate,vacillate,immolated,vacillated,released_inventory,1.73,1.77,1.95,1.9,-0.040000000000000036,0.050000000000000044,1,The prisoner was immolated by the priest.,The prisoner was vacillated by the priest.,-36.09282875061035,-14.05422306060791,-10.620053052902222,-2.395920515060425,8,2,-45.66936016082764,-17.94479274749756,-16.30601477622986,-4.919546127319336,9,3,9.576531410217285,3.8905696868896484,5.685961723327637,2.523625612258911,1
xtail/passive_1/immolate/had_been,xtail,passive_1,had_been,prisoner,priest,The prisoner had been , by the priest.,immolate,vacillate,immolated,vacillated,released_inventory,1.73,1.77,1.95,1.9,-0.040000000000000036,0.050000000000000044,1,The prisoner had been immolated by the priest.,The prisoner had been vacillated by the priest.,-37.72900080680847,-13.043639183044434,-10.757291555404663,-2.5313758850097656,9,2,-50.31839060783386,-19.61081886291504,-16.77950167655945,-5.541072845458984,10,3,12.58938980102539,6.5671796798706055,6.022210121154785,3.0096969604492188,1
xtail/passive_2/immolate/was,xtail,passive_2,was,prisoner,,The prisoner was ,.,immolate,vacillate,immolated,vacillated,released_inventory,1.73,1.77,1.95,1.9,-0.040000000000000036,0.050000000000000044,1,The prisoner was immolated.,The prisoner was vacillated.,-27.743696212768555,-14.05422306060791,-2.270920515060425,0.0,5,2,-32.47039175033569,-17.94479274749756,-3.107046365737915,0.0,6,3,4.726695537567139,3.8905696868896484,0.8361258506774902,0.0,1
