pair_key,regime,subtask,template_id,context_id,subject,subject_class,good_row_id,bad_row_id,good_verb,bad_verb,good_source_zipf,bad_source_zipf,good_source_zipf_regime,bad_source_zipf_regime,good_inventory_source,bad_inventory_source,frame_continuation,whole_pair_object,good_sentence,bad_sentence,good_prompt,bad_prompt,good_anchor_token_index,bad_anchor_token_index,good_sentence_logprob,bad_sentence_logprob,good_minus_bad_lp,good_preferred
head|inchoative|no_object_frame_overlay_subject_trial_s03|overlay_subject_trial_s03_doctor|14|benefit|require,head,inchoative,no_object_frame_overlay_subject_trial_s03,overlay_subject_trial_s03_doctor,doctor,manual_animate_subject,v2|head|inchoative|overlay_subject_trial_s03_doctor|good|benefit|2090,v2|head|inchoative|overlay_subject_trial_s03_doctor|bad|require|1456,benefit,require,4.820000171661377,4.78,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"During the trial, the doctor will benefit.","During the trial, the doctor will require.","During the trial, the doctor will benefit","During the trial, the doctor will require",7,7,-36.531341552734375,-37.451351165771484,0.9200096130371094,1
head|inchoative|no_object_frame_overlay_subject_trial_s03|overlay_subject_trial_s03_doctor|15|stop|notify,head,inchoative,no_object_frame_overlay_subject_trial_s03,overlay_subject_trial_s03_doctor,doctor,manual_animate_subject,v2|head|inchoative|overlay_subject_trial_s03_doctor|good|stop|2113,v2|head|inchoative|overlay_subject_trial_s03_doctor|bad|notify|1453,stop,notify,4.400000095367432,3.73,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"During the trial, the doctor will stop.","During the trial, the doctor will notify.","During the trial, the doctor will stop","During the trial, the doctor will notify",7,7,-34.834205627441406,-37.66533279418945,2.831127166748047,1
head|inchoative|no_object_frame_overlay_subject_visit_s00|overlay_subject_visit_s00_toy|0|melt|notify,head,inchoative,no_object_frame_overlay_subject_visit_s00,overlay_subject_visit_s00_toy,toy,manual_inanimate_subject,v2|head|inchoative|overlay_subject_visit_s00_toy|good|melt|1609,v2|head|inchoative|overlay_subject_visit_s00_toy|bad|notify|1198,melt,notify,3.9600000381469727,3.73,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the toy will melt.","After the visit, the toy will notify.","After the visit, the toy will melt","After the visit, the toy will notify",7,7,-37.974220275878906,-44.9239387512207,6.949718475341797,1
head|inchoative|no_object_frame_overlay_subject_visit_s00|overlay_subject_visit_s00_toy|1|dry|accuse,head,inchoative,no_object_frame_overlay_subject_visit_s00,overlay_subject_visit_s00_toy,toy,manual_inanimate_subject,v2|head|inchoative|overlay_subject_visit_s00_toy|good|dry|1604,v2|head|inchoative|overlay_subject_visit_s00_toy|bad|accuse|1189,dry,accuse,4.739999771118164,3.71,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the toy will dry.","After the visit, the toy will accuse.","After the visit, the toy will dry","After the visit, the toy will accuse",7,7,-39.44159698486328,-48.54670333862305,9.105106353759766,1
head|inchoative|no_object_frame_overlay_subject_visit_s00|overlay_subject_visit_s00_toy|2|shut|possess,head,inchoative,no_object_frame_overlay_subject_visit_s00,overlay_subject_visit_s00_toy,toy,manual_inanimate_subject,v2|head|inchoative|overlay_subject_visit_s00_toy|good|shut|1615,v2|head|inchoative|overlay_subject_visit_s00_toy|bad|possess|1200,shut,possess,4.78000020980835,4.02,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the toy will shut.","After the visit, the toy will possess.","After the visit, the toy will shut","After the visit, the toy will possess",7,7,-42.7114372253418,-44.58329772949219,1.8718605041503906,1
head|inchoative|no_object_frame_overlay_subject_visit_s00|overlay_subject_visit_s00_toy|3|open|abuse,head,inchoative,no_object_frame_overlay_subject_visit_s00,overlay_subject_visit_s00_toy,toy,manual_inanimate_subject,v2|head|inchoative|overlay_subject_visit_s00_toy|good|open|1611,v2|head|inchoative|overlay_subject_visit_s00_toy|bad|abuse|1188,open,abuse,5.480000019073486,4.66,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the toy will open.","After the visit, the toy will abuse.","After the visit, the toy will open","After the visit, the toy will abuse",7,7,-39.5447883605957,-44.98329544067383,5.438507080078125,1
head|inchoative|no_object_frame_overlay_subject_visit_s00|overlay_subject_visit_s00_toy|4|chip|avoid,head,inchoative,no_object_frame_overlay_subject_visit_s00,overlay_subject_visit_s00_toy,toy,manual_inanimate_subject,v2|head|inchoative|overlay_subject_visit_s00_toy|good|chip|1598,v2|head|inchoative|overlay_subject_visit_s00_toy|bad|avoid|1195,chip,avoid,4.309999942779541,4.87,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the toy will chip.","After the visit, the toy will avoid.","After the visit, the toy will chip","After the visit, the toy will avoid",7,7,-44.55669021606445,-46.314666748046875,1.7579765319824219,1
head|inchoative|no_object_frame_overlay_subject_visit_s00|overlay_subject_visit_s00_toy|5|change|persuade,head,inchoative,no_object_frame_overlay_subject_visit_s00,overlay_subject_visit_s00_toy,toy,manual_inanimate_subject,v2|head|inchoative|overlay_subject_visit_s00_toy|good|change|1597,v2|head|inchoative|overlay_subject_visit_s00_toy|bad|persuade|1199,change,persuade,4.760000228881836,3.82,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the toy will change.","After the visit, the toy will persuade.","After the visit, the toy will change","After the visit, the toy will persuade",7,7,-37.56302261352539,-47.76621627807617,10.203193664550781,1
head|inchoative|no_object_frame_overlay_subject_visit_s00|overlay_subject_visit_s00_toy|6|twist|suppress,head,inchoative,no_object_frame_overlay_subject_visit_s00,overlay_subject_visit_s00_toy,toy,manual_inanimate_subject,v2|head|inchoative|overlay_subject_visit_s00_toy|good|twist|1622,v2|head|inchoative|overlay_subject_visit_s00_toy|bad|suppress|1204,twist,suppress,4.21999979019165,3.66,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the toy will twist.","After the visit, the toy will suppress.","After the visit, the toy will twist","After the visit, the toy will suppress",7,7,-43.22468948364258,-47.463375091552734,4.238685607910156,1
head|inchoative|no_object_frame_overlay_subject_visit_s00|overlay_subject_visit_s00_toy|7|freeze|affect,head,inchoative,no_object_frame_overlay_subject_visit_s00,overlay_subject_visit_s00_toy,toy,manual_inanimate_subject,v2|head|inchoative|overlay_subject_visit_s00_toy|good|freeze|1607,v2|head|inchoative|overlay_subject_visit_s00_toy|bad|affect|1193,freeze,affect,4.110000133514404,4.59,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the toy will freeze.","After the visit, the toy will affect.","After the visit, the toy will freeze","After the visit, the toy will affect",7,7,-39.63956832885742,-46.89004135131836,7.2504730224609375,1
head|inchoative|no_object_frame_overlay_subject_visit_s00|overlay_subject_visit_s00_toy|8|move|acquire,head,inchoative,no_object_frame_overlay_subject_visit_s00,overlay_subject_visit_s00_toy,toy,manual_inanimate_subject,v2|head|inchoative|overlay_subject_visit_s00_toy|good|move|1610,v2|head|inchoative|overlay_subject_visit_s00_toy|bad|acquire|1190,move,acquire,5.349999904632568,4.13,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the toy will move.","After the visit, the toy will acquire.","After the visit, the toy will move","After the visit, the toy will acquire",7,7,-37.5589599609375,-43.93522262573242,6.376262664794922,1
head|inchoative|no_object_frame_overlay_subject_visit_s00|overlay_subject_visit_s00_toy|9|roll|blame,head,inchoative,no_object_frame_overlay_subject_visit_s00,overlay_subject_visit_s00_toy,toy,manual_inanimate_subject,v2|head|inchoative|overlay_subject_visit_s00_toy|good|roll|1612,v2|head|inchoative|overlay_subject_visit_s00_toy|bad|blame|1196,roll,blame,4.75,4.63,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the toy will roll.","After the visit, the toy will blame.","After the visit, the toy will roll","After the visit, the toy will blame",7,7,-39.76293182373047,-48.33424377441406,8.571311950683594,1
head|inchoative|no_object_frame_overlay_subject_visit_s00|overlay_subject_visit_s00_toy|10|close|destroy,head,inchoative,no_object_frame_overlay_subject_visit_s00,overlay_subject_visit_s00_toy,toy,manual_inanimate_subject,v2|head|inchoative|overlay_subject_visit_s00_toy|good|close|1599,v2|head|inchoative|overlay_subject_visit_s00_toy|bad|destroy|1197,close,destroy,5.360000133514404,4.519999980926514,head,head,freqblimp_curated,freqblimp_curated,.,,"After the visit, the toy will close.","After the visit, the toy will destroy.","After the visit, the toy will close","After the visit, the toy will destroy",7,7,-39.202423095703125,-41.44529342651367,2.242870330810547,1
head|inchoative|no_object_frame_overlay_subject_visit_s00|overlay_subject_visit_s00_toy|11|soak|retrieve,head,inchoative,no_object_frame_overlay_subject_visit_s00,overlay_subject_visit_s00_toy,toy,manual_inanimate_subject,v2|head|inchoative|overlay_subject_visit_s00_toy|good|soak|1617,v2|head|inchoative|overlay_subject_visit_s00_toy|bad|retrieve|1203,soak,retrieve,3.609999895095825,3.69,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the toy will soak.","After the visit, the toy will retrieve.","After the visit, the toy will soak","After the visit, the toy will retrieve",7,7,-44.58515548706055,-45.462120056152344,0.8769645690917969,1
head|inchoative|no_object_frame_overlay_subject_visit_s00|overlay_subject_visit_s00_toy|12|awaken|respect,head,inchoative,no_object_frame_overlay_subject_visit_s00,overlay_subject_visit_s00_toy,toy,manual_inanimate_subject,v2|head|inchoative|overlay_subject_visit_s00_toy|good|awaken|1593,v2|head|inchoative|overlay_subject_visit_s00_toy|bad|respect|1202,awaken,respect,3.7200000286102295,5.03000020980835,head,head,freqblimp_curated,freqblimp_curated,.,,"After the visit, the toy will awaken.","After the visit, the toy will respect.","After the visit, the toy will awaken","After the visit, the toy will respect",7,7,-40.11565399169922,-45.33369445800781,5.218040466308594,1
head|inchoative|no_object_frame_overlay_subject_visit_s00|overlay_subject_visit_s00_toy|13|slow|require,head,inchoative,no_object_frame_overlay_subject_visit_s00,overlay_subject_visit_s00_toy,toy,manual_inanimate_subject,v2|head|inchoative|overlay_subject_visit_s00_toy|good|slow|1616,v2|head|inchoative|overlay_subject_visit_s00_toy|bad|require|1201,slow,require,4.849999904632568,4.78,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the toy will slow.","After the visit, the toy will require.","After the visit, the toy will slow","After the visit, the toy will require",7,7,-45.68695068359375,-43.70428466796875,-1.982666015625,0
head|inchoative|no_object_frame_overlay_subject_visit_s00|overlay_subject_visit_s00_toy|14|fade|arrest,head,inchoative,no_object_frame_overlay_subject_visit_s00,overlay_subject_visit_s00_toy,toy,manual_inanimate_subject,v2|head|inchoative|overlay_subject_visit_s00_toy|good|fade|1605,v2|head|inchoative|overlay_subject_visit_s00_toy|bad|arrest|1194,fade,arrest,3.859999895095825,4.55,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the toy will fade.","After the visit, the toy will arrest.","After the visit, the toy will fade","After the visit, the toy will arrest",7,7,-38.88447952270508,-45.059967041015625,6.175487518310547,1
head|inchoative|no_object_frame_overlay_subject_visit_s00|overlay_subject_visit_s00_toy|15|fold|admire,head,inchoative,no_object_frame_overlay_subject_visit_s00,overlay_subject_visit_s00_toy,toy,manual_inanimate_subject,v2|head|inchoative|overlay_subject_visit_s00_toy|good|fold|1606,v2|head|inchoative|overlay_subject_visit_s00_toy|bad|admire|1191,fold,admire,4.079999923706055,3.9700000286102295,head,head,freqblimp_curated,freqblimp_curated,.,,"After the visit, the toy will fold.","After the visit, the toy will admire.","After the visit, the toy will fold","After the visit, the toy will admire",7,7,-41.97921371459961,-46.22541809082031,4.246204376220703,1
head|inchoative|no_object_frame_overlay_subject_visit_s01|overlay_subject_visit_s01_worker|0|change|suppress,head,inchoative,no_object_frame_overlay_subject_visit_s01,overlay_subject_visit_s01_worker,worker,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s01_worker|good|change|1630,v2|head|inchoative|overlay_subject_visit_s01_worker|bad|suppress|1221,change,suppress,4.760000228881836,3.66,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the worker will change.","After the visit, the worker will suppress.","After the visit, the worker will change","After the visit, the worker will suppress",7,7,-37.047821044921875,-43.271217346191406,6.223396301269531,1
head|inchoative|no_object_frame_overlay_subject_visit_s01|overlay_subject_visit_s01_worker|1|drop|abuse,head,inchoative,no_object_frame_overlay_subject_visit_s01,overlay_subject_visit_s01_worker,worker,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s01_worker|good|drop|1636,v2|head|inchoative|overlay_subject_visit_s01_worker|bad|abuse|1205,drop,abuse,4.989999771118164,4.66,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the worker will drop.","After the visit, the worker will abuse.","After the visit, the worker will drop","After the visit, the worker will abuse",7,7,-40.74184036254883,-42.56664276123047,1.8248023986816406,1
head|inchoative|no_object_frame_overlay_subject_visit_s01|overlay_subject_visit_s01_worker|2|grow|blame,head,inchoative,no_object_frame_overlay_subject_visit_s01,overlay_subject_visit_s01_worker,worker,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s01_worker|good|grow|1641,v2|head|inchoative|overlay_subject_visit_s01_worker|bad|blame|1213,grow,blame,4.900000095367432,4.63,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the worker will grow.","After the visit, the worker will blame.","After the visit, the worker will grow","After the visit, the worker will blame",7,7,-40.96084213256836,-42.073184967041016,1.1123428344726562,1
head|inchoative|no_object_frame_overlay_subject_visit_s01|overlay_subject_visit_s01_worker|3|crack|retrieve,head,inchoative,no_object_frame_overlay_subject_visit_s01,overlay_subject_visit_s01_worker,worker,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s01_worker|good|crack|1633,v2|head|inchoative|overlay_subject_visit_s01_worker|bad|retrieve|1220,crack,retrieve,4.409999847412109,3.69,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the worker will crack.","After the visit, the worker will retrieve.","After the visit, the worker will crack","After the visit, the worker will retrieve",7,7,-43.137733459472656,-41.57793045043945,-1.5598030090332031,0
head|inchoative|no_object_frame_overlay_subject_visit_s01|overlay_subject_visit_s01_worker|4|roll|require,head,inchoative,no_object_frame_overlay_subject_visit_s01,overlay_subject_visit_s01_worker,worker,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s01_worker|good|roll|1645,v2|head|inchoative|overlay_subject_visit_s01_worker|bad|require|1218,roll,require,4.75,4.78,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the worker will roll.","After the visit, the worker will require.","After the visit, the worker will roll","After the visit, the worker will require",7,7,-40.11761474609375,-39.842308044433594,-0.27530670166015625,0
head|inchoative|no_object_frame_overlay_subject_visit_s01|overlay_subject_visit_s01_worker|5|warp|notify,head,inchoative,no_object_frame_overlay_subject_visit_s01,overlay_subject_visit_s01_worker,worker,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s01_worker|good|warp|1656,v2|head|inchoative|overlay_subject_visit_s01_worker|bad|notify|1215,warp,notify,3.630000114440918,3.73,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the worker will warp.","After the visit, the worker will notify.","After the visit, the worker will warp","After the visit, the worker will notify",7,7,-43.75342559814453,-39.656986236572266,-4.096439361572266,0
head|inchoative|no_object_frame_overlay_subject_visit_s01|overlay_subject_visit_s01_worker|6|twist|admire,head,inchoative,no_object_frame_overlay_subject_visit_s01,overlay_subject_visit_s01_worker,worker,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s01_worker|good|twist|1655,v2|head|inchoative|overlay_subject_visit_s01_worker|bad|admire|1208,twist,admire,4.21999979019165,3.9700000286102295,head,head,freqblimp_curated,freqblimp_curated,.,,"After the visit, the worker will twist.","After the visit, the worker will admire.","After the visit, the worker will twist","After the visit, the worker will admire",7,7,-43.312679290771484,-42.841644287109375,-0.4710350036621094,0
head|inchoative|no_object_frame_overlay_subject_visit_s01|overlay_subject_visit_s01_worker|7|chip|acquire,head,inchoative,no_object_frame_overlay_subject_visit_s01,overlay_subject_visit_s01_worker,worker,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s01_worker|good|chip|1631,v2|head|inchoative|overlay_subject_visit_s01_worker|bad|acquire|1207,chip,acquire,4.309999942779541,4.13,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the worker will chip.","After the visit, the worker will acquire.","After the visit, the worker will chip","After the visit, the worker will acquire",7,7,-42.5136604309082,-40.598175048828125,-1.9154853820800781,0
head|inchoative|no_object_frame_overlay_subject_visit_s01|overlay_subject_visit_s01_worker|8|fold|avoid,head,inchoative,no_object_frame_overlay_subject_visit_s01,overlay_subject_visit_s01_worker,worker,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s01_worker|good|fold|1639,v2|head|inchoative|overlay_subject_visit_s01_worker|bad|avoid|1212,fold,avoid,4.079999923706055,4.87,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the worker will fold.","After the visit, the worker will avoid.","After the visit, the worker will fold","After the visit, the worker will avoid",7,7,-41.671390533447266,-42.153778076171875,0.4823875427246094,1
head|inchoative|no_object_frame_overlay_subject_visit_s01|overlay_subject_visit_s01_worker|9|stretch|arrest,head,inchoative,no_object_frame_overlay_subject_visit_s01,overlay_subject_visit_s01_worker,worker,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s01_worker|good|stretch|1652,v2|head|inchoative|overlay_subject_visit_s01_worker|bad|arrest|1211,stretch,arrest,4.349999904632568,4.55,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the worker will stretch.","After the visit, the worker will arrest.","After the visit, the worker will stretch","After the visit, the worker will arrest",7,7,-40.71506881713867,-41.25646209716797,0.5413932800292969,1
head|inchoative|no_object_frame_overlay_subject_visit_s01|overlay_subject_visit_s01_worker|10|shrink|persuade,head,inchoative,no_object_frame_overlay_subject_visit_s01,overlay_subject_visit_s01_worker,worker,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s01_worker|good|shrink|1647,v2|head|inchoative|overlay_subject_visit_s01_worker|bad|persuade|1216,shrink,persuade,3.7300000190734863,3.82,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the worker will shrink.","After the visit, the worker will persuade.","After the visit, the worker will shrink","After the visit, the worker will persuade",7,7,-39.95405578613281,-43.79661560058594,3.842559814453125,1
head|inchoative|no_object_frame_overlay_subject_visit_s01|overlay_subject_visit_s01_worker|11|melt|possess,head,inchoative,no_object_frame_overlay_subject_visit_s01,overlay_subject_visit_s01_worker,worker,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s01_worker|good|melt|1642,v2|head|inchoative|overlay_subject_visit_s01_worker|bad|possess|1217,melt,possess,3.9600000381469727,4.02,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the worker will melt.","After the visit, the worker will possess.","After the visit, the worker will melt","After the visit, the worker will possess",7,7,-40.821441650390625,-40.75923156738281,-0.0622100830078125,0
head|inchoative|no_object_frame_overlay_subject_visit_s01|overlay_subject_visit_s01_worker|12|awaken|affect,head,inchoative,no_object_frame_overlay_subject_visit_s01,overlay_subject_visit_s01_worker,worker,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s01_worker|good|awaken|1626,v2|head|inchoative|overlay_subject_visit_s01_worker|bad|affect|1210,awaken,affect,3.7200000286102295,4.59,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the worker will awaken.","After the visit, the worker will affect.","After the visit, the worker will awaken","After the visit, the worker will affect",7,7,-38.14797592163086,-42.506996154785156,4.359020233154297,1
head|inchoative|no_object_frame_overlay_subject_visit_s01|overlay_subject_visit_s01_worker|13|dry|accuse,head,inchoative,no_object_frame_overlay_subject_visit_s01,overlay_subject_visit_s01_worker,worker,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s01_worker|good|dry|1637,v2|head|inchoative|overlay_subject_visit_s01_worker|bad|accuse|1206,dry,accuse,4.739999771118164,3.71,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the worker will dry.","After the visit, the worker will accuse.","After the visit, the worker will dry","After the visit, the worker will accuse",7,7,-42.505035400390625,-43.174720764160156,0.6696853637695312,1
head|inchoative|no_object_frame_overlay_subject_visit_s01|overlay_subject_visit_s01_worker|14|worry|destroy,head,inchoative,no_object_frame_overlay_subject_visit_s01,overlay_subject_visit_s01_worker,worker,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s01_worker|good|worry|1657,v2|head|inchoative|overlay_subject_visit_s01_worker|bad|destroy|1214,worry,destroy,4.840000152587891,4.519999980926514,head,head,freqblimp_curated,freqblimp_curated,.,,"After the visit, the worker will worry.","After the visit, the worker will destroy.","After the visit, the worker will worry","After the visit, the worker will destroy",7,7,-38.428409576416016,-41.1779670715332,2.7495574951171875,1
head|inchoative|no_object_frame_overlay_subject_visit_s01|overlay_subject_visit_s01_worker|15|open|respect,head,inchoative,no_object_frame_overlay_subject_visit_s01,overlay_subject_visit_s01_worker,worker,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s01_worker|good|open|1644,v2|head|inchoative|overlay_subject_visit_s01_worker|bad|respect|1219,open,respect,5.480000019073486,5.03000020980835,head,head,freqblimp_curated,freqblimp_curated,.,,"After the visit, the worker will open.","After the visit, the worker will respect.","After the visit, the worker will open","After the visit, the worker will respect",7,7,-40.228797912597656,-41.626190185546875,1.3973922729492188,1
head|inchoative|no_object_frame_overlay_subject_visit_s02|overlay_subject_visit_s02_teacher|0|fade|notify,head,inchoative,no_object_frame_overlay_subject_visit_s02,overlay_subject_visit_s02_teacher,teacher,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s02_teacher|good|fade|1671,v2|head|inchoative|overlay_subject_visit_s02_teacher|bad|notify|1232,fade,notify,3.859999895095825,3.73,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the teacher will fade.","After the visit, the teacher will notify.","After the visit, the teacher will fade","After the visit, the teacher will notify",7,7,-39.227142333984375,-37.77587890625,-1.451263427734375,0
head|inchoative|no_object_frame_overlay_subject_visit_s02|overlay_subject_visit_s02_teacher|1|turn|acquire,head,inchoative,no_object_frame_overlay_subject_visit_s02,overlay_subject_visit_s02_teacher,teacher,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s02_teacher|good|turn|1687,v2|head|inchoative|overlay_subject_visit_s02_teacher|bad|acquire|1224,turn,acquire,5.320000171661377,4.13,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the teacher will turn.","After the visit, the teacher will acquire.","After the visit, the teacher will turn","After the visit, the teacher will acquire",7,7,-39.514610290527344,-40.12519073486328,0.6105804443359375,1
head|inchoative|no_object_frame_overlay_subject_visit_s02|overlay_subject_visit_s02_teacher|2|stretch|suppress,head,inchoative,no_object_frame_overlay_subject_visit_s02,overlay_subject_visit_s02_teacher,teacher,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s02_teacher|good|stretch|1685,v2|head|inchoative|overlay_subject_visit_s02_teacher|bad|suppress|1238,stretch,suppress,4.349999904632568,3.66,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the teacher will stretch.","After the visit, the teacher will suppress.","After the visit, the teacher will stretch","After the visit, the teacher will suppress",7,7,-39.21546173095703,-43.04966735839844,3.8342056274414062,1
head|inchoative|no_object_frame_overlay_subject_visit_s02|overlay_subject_visit_s02_teacher|3|chip|avoid,head,inchoative,no_object_frame_overlay_subject_visit_s02,overlay_subject_visit_s02_teacher,teacher,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s02_teacher|good|chip|1664,v2|head|inchoative|overlay_subject_visit_s02_teacher|bad|avoid|1229,chip,avoid,4.309999942779541,4.87,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the teacher will chip.","After the visit, the teacher will avoid.","After the visit, the teacher will chip","After the visit, the teacher will avoid",7,7,-42.908973693847656,-41.816951751708984,-1.0920219421386719,0
head|inchoative|no_object_frame_overlay_subject_visit_s02|overlay_subject_visit_s02_teacher|4|move|require,head,inchoative,no_object_frame_overlay_subject_visit_s02,overlay_subject_visit_s02_teacher,teacher,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s02_teacher|good|move|1676,v2|head|inchoative|overlay_subject_visit_s02_teacher|bad|require|1235,move,require,5.349999904632568,4.78,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the teacher will move.","After the visit, the teacher will require.","After the visit, the teacher will move","After the visit, the teacher will require",7,7,-37.629268646240234,-39.947731018066406,2.318462371826172,1
head|inchoative|no_object_frame_overlay_subject_visit_s02|overlay_subject_visit_s02_teacher|5|change|destroy,head,inchoative,no_object_frame_overlay_subject_visit_s02,overlay_subject_visit_s02_teacher,teacher,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s02_teacher|good|change|1663,v2|head|inchoative|overlay_subject_visit_s02_teacher|bad|destroy|1231,change,destroy,4.760000228881836,4.519999980926514,head,head,freqblimp_curated,freqblimp_curated,.,,"After the visit, the teacher will change.","After the visit, the teacher will destroy.","After the visit, the teacher will change","After the visit, the teacher will destroy",7,7,-36.54828643798828,-41.0977783203125,4.549491882324219,1
head|inchoative|no_object_frame_overlay_subject_visit_s02|overlay_subject_visit_s02_teacher|6|fold|respect,head,inchoative,no_object_frame_overlay_subject_visit_s02,overlay_subject_visit_s02_teacher,teacher,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s02_teacher|good|fold|1672,v2|head|inchoative|overlay_subject_visit_s02_teacher|bad|respect|1236,fold,respect,4.079999923706055,5.03000020980835,head,head,freqblimp_curated,freqblimp_curated,.,,"After the visit, the teacher will fold.","After the visit, the teacher will respect.","After the visit, the teacher will fold","After the visit, the teacher will respect",7,7,-41.15373992919922,-40.82619857788086,-0.3275413513183594,0
head|inchoative|no_object_frame_overlay_subject_visit_s02|overlay_subject_visit_s02_teacher|7|warp|admire,head,inchoative,no_object_frame_overlay_subject_visit_s02,overlay_subject_visit_s02_teacher,teacher,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s02_teacher|good|warp|1689,v2|head|inchoative|overlay_subject_visit_s02_teacher|bad|admire|1225,warp,admire,3.630000114440918,3.9700000286102295,head,head,freqblimp_curated,freqblimp_curated,.,,"After the visit, the teacher will warp.","After the visit, the teacher will admire.","After the visit, the teacher will warp","After the visit, the teacher will admire",7,7,-43.6203727722168,-41.7283935546875,-1.8919792175292969,0
head|inchoative|no_object_frame_overlay_subject_visit_s02|overlay_subject_visit_s02_teacher|8|crack|arrest,head,inchoative,no_object_frame_overlay_subject_visit_s02,overlay_subject_visit_s02_teacher,teacher,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s02_teacher|good|crack|1666,v2|head|inchoative|overlay_subject_visit_s02_teacher|bad|arrest|1228,crack,arrest,4.409999847412109,4.55,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the teacher will crack.","After the visit, the teacher will arrest.","After the visit, the teacher will crack","After the visit, the teacher will arrest",7,7,-42.471282958984375,-41.619964599609375,-0.851318359375,0
head|inchoative|no_object_frame_overlay_subject_visit_s02|overlay_subject_visit_s02_teacher|9|slow|affect,head,inchoative,no_object_frame_overlay_subject_visit_s02,overlay_subject_visit_s02_teacher,teacher,manual_animate_subject,v2|head|inchoative|overlay_subject_visit_s02_teacher|good|slow|1682,v2|head|inchoative|overlay_subject_visit_s02_teacher|bad|affect|1227,slow,affect,4.849999904632568,4.59,head,head,freqblimp_curated,supplemental_v2_bad_verbs,.,,"After the visit, the teacher will slow.","After the visit, the teacher will affect.","After the visit, the teacher will slow","After the visit, the teacher will affect",7,7,-42.947025299072266,-42.619449615478516,-0.32757568359375,0
